"id";"fr";"en";"EN";"d";"D";"i";"I";"e";"E"
"txt_0333";"Cliquez sur l'icône PowerPoint et choisissez le nombre d'images par diapositive";"Click on the PowerPoint icon and choose the number of images per slide";"";"Cliquez sur l'icône PowerPoint (elle ressemble au logo orange de PowerPoint que vous connaissez peut-être). Une fenêtre va s'ouvrir pour vous demander combien de photos vous souhaitez afficher sur chaque diapositive de votre présentation. Ne vous inquiétez pas, vous pourrez toujours modifier ce choix plus tard ! Sélectionnez simplement le nombre qui vous convient le mieux.";"";"**Export PowerPoint optimisé :**
• Cliquez sur l'icône PowerPoint dans la barre d'outils
• Sélectionnez le nombre d'images par diapositive selon votre usage :
  - 1 image : pour présentations détaillées ou cas complexes
  - 2-4 images : optimal pour comparaisons avant/après
  - 6+ images : pour synthèses de traitement ou revues de cas

**Astuce :** Le format 4 images par diapositive est le plus utilisé pour les présentations patient car il permet un bon équilibre visibilité/quantité d'information.";"";"Exportation PowerPoint : sélectionnez l'icône PPT, configurez la densité d'images/slide (1-9), définissez la résolution de sortie (72-300 DPI), et ajustez les paramètres de mise en page automatique. Compatible formats .pptx/.ppt, avec possibilité de templates personnalisés via le dossier /Templates/PowerPoint/.";""
"txt_0334";"Cliquez dans l'onglet<strong>« Tous »</strong>";"Click on the<strong>""All""</strong> tab";"";"[=]";"";"[X]";"";"[X]";""
"txt_0335";"Cliquez sur<strong>« Radio »</strong>puis<strong>« Panoramique »</strong>(ou une autre catégorie)";"Click on<strong>""Radio""</strong>then<strong>""Panoramic""</strong>(or another category)";"";"Pour voir vos radiographies panoramiques (les grandes radios qui montrent toute la bouche), c'est très simple ! Ne vous inquiétez pas, suivez ces étapes :

1. D'abord, cliquez sur le bouton **« Radio »** - c'est comme ouvrir un classeur dédié aux radiographies
2. Ensuite, cliquez sur **« Panoramique »** - vous ouvrez maintenant la section avec vos radios panoramiques

Vous pouvez aussi choisir une autre catégorie de radiographies selon ce dont vous avez besoin. C'est comme choisir le bon tiroir dans votre classeur !";"";"**Points clés pour la navigation Radio :**
• Accès direct : Radio > Panoramique (ou utilisez Ctrl+R pour ouvrir directement le menu Radio)
• **Cas particuliers :** Si certaines catégories apparaissent grisées, vérifiez les droits d'accès patient ou la configuration du module
• **Optimisation :** Les catégories récemment utilisées apparaissent en premier - exploitez cet ordre pour gagner du temps
• **Exception :** En mode comparaison, la sélection de catégorie s'applique simultanément aux deux vues actives";"";"Accédez à **Radio > Panoramique** (ou utilisez le raccourci Ctrl+R,P). Pour un accès batch, configurez les filtres de catégories dans config.xml ou utilisez l'API REST endpoint `/categories/radio/panoramic` pour l'intégration avec votre PACS.";""
"txt_0336";"Résultat : toutes les radios panoramiques de tous vos patients s'affichent";"Result: all your patients' panoramic X-rays are displayed";"";"[=]";"";"[X]";"";"Résultat : agrégation de toutes les radios panoramiques (DICOM/JPEG) avec indexation automatique par métadonnées patient, tri chronologique et filtrage par modalité d'acquisition (OPG/CBCT)";""
"txt_0337";"Vous pouvez aller dans chaque dossier patient pour retrouver la radio correspondante";"You can go to each patient file to find the corresponding radio";"";"Pour retrouver la radio d'un patient, c'est très simple ! Pensez aux dossiers patients comme à des classeurs individuels - chaque patient a son propre classeur. Il vous suffit d'ouvrir le dossier du patient concerné (comme si vous ouvriez son classeur personnel) et vous y trouverez toutes ses radios rangées à l'intérieur. Ne vous inquiétez pas, chaque radio est automatiquement classée dans le bon dossier patient.";"";"Pour localiser une radio spécifique, accédez directement au dossier patient concerné. **Points clés pour optimiser votre recherche :**

• **Raccourci rapide** : Utilisez la barre de recherche patient plutôt que de naviguer manuellement dans l'arborescence
• **Filtrage par type** : Activez le filtre ""Radiographies"" pour masquer les autres types d'images et accélérer la localisation
• **Cas particuliers** : Si la radio n'apparaît pas, vérifiez qu'elle n'est pas classée dans un sous-dossier de suivi ou archivée
• **Astuce d'efficacité** : Épinglez les dossiers patients fréquemment consultés pour un accès direct depuis le tableau de bord

Cette méthode reste la plus fiable pour retrouver des radios anciennes ou mal indexées par la recherche globale.";"";"Accès direct aux radiographies via l'arborescence patient ou par requête SQL sur la base de données. Utilisation possible des raccourcis clavier Alt+P pour navigation rapide, ou filtrage par modalité DICOM (PA, LAT, CBCT). Configuration des chemins personnalisés dans kitview.config pour optimiser l'indexation automatique des images selon la nomenclature établie.";""
"txt_0338";"Cliquez sur<strong>« Quoi »</strong>";"Click on<strong>""What""</strong>";"";"[=]";"";"[X]";"";"[X]";""
"txt_0339";"Cliquez sur<strong>« Ajouter une condition à la racine »</strong>";"Click on<strong>""Add a condition to the root""</strong>.";"";"Cliquez sur le bouton **« Ajouter une condition à la racine »**

Ne vous inquiétez pas, c'est comme ajouter une nouvelle règle de base à votre système de tri de photos. Pensez à cela comme si vous créiez le premier critère principal pour organiser vos dossiers patients - par exemple ""tous les patients de moins de 18 ans"" ou ""toutes les photos prises cette année"".";"";"[X]";"";"[X]";""
"txt_0340";"Une fenêtre s'ouvre – Écrivez le mot<strong>« Création »</strong>– Il s'affiche dans la liste";"A window opens - Enter the word<strong>""Creation""</strong>- It is displayed in the list";"";"Une nouvelle fenêtre va apparaître sur votre écran (comme quand vous ouvrez un nouveau document). Dans cette fenêtre, tapez simplement le mot « Création » avec votre clavier. Ne vous inquiétez pas, c'est très simple ! Une fois que vous avez écrit ce mot, il va automatiquement s'ajouter à votre liste (comme quand vous ajoutez un contact dans votre téléphone). Vous verrez alors « Création » apparaître dans la liste affichée.";"";"[X]";"";"[X]";""
"txt_0341";"Double-cliquez sur le mot<strong>« Création »</strong>pour qu'il s'affiche dans le tableau à droite";"Double-click on the word<strong>""Creation""</strong> to display it in the table on the right.";"";"Ne vous inquiétez pas, c'est très simple ! Vous voyez le mot **""Création""** ? Cliquez deux fois rapidement dessus avec votre souris (comme si vous ouvriez un dossier sur votre bureau). Une fois que vous aurez fait ce double-clic, le mot va automatiquement apparaître dans le tableau qui se trouve sur la partie droite de votre écran. C'est comme déplacer une étiquette d'une boîte à une autre !";"";"[X]";"";"Double-clic sur ""Création"" pour l'ajouter au tableau de droite. Alternative : glisser-déposer ou Ctrl+clic pour sélection multiple. Automatisation possible via scripts en définissant des templates de mots-clés prédéfinis dans le fichier de configuration utilisateur.";""
"txt_0342";"Changez la condition en<strong>« Égale à »</strong>puis modifiez la date";"Change the condition to<strong>""Equal to""</strong>then change the date";"";"Ne vous inquiétez pas, c'est très simple ! Vous allez faire deux petites modifications :

1. D'abord, changez le menu déroulant de la condition et sélectionnez **« Égale à »** (comme si vous disiez ""je veux exactement cette date"")

2. Ensuite, modifiez la date en cliquant dessus et en tapant la nouvelle date

C'est tout ! Vous filtrez maintenant pour une date précise, comme si vous cherchiez une photo prise exactement le jour de votre choix.";"";"**Modification du critère de date :**
• Basculez la condition sur **« Égale à »** pour une correspondance exacte
• Ajustez ensuite la date selon vos besoins

**Conseil :** Pour les recherches fréquentes, utilisez Ctrl+S après paramétrage pour sauvegarder ce filtre comme favori.";"";"Définissez l'opérateur de condition sur ""equals"" (==) puis ajustez la valeur temporelle. Pour les dates relatives, utilisez les tokens ${TODAY}, ${CURRENT_MONTH} ou les offsets (+/-n days). Configuration bulk possible via l'éditeur de règles avancées.";""
"txt_0343";"Tous les patients ayant des photos prises à cette date s'affichent";"All patients with photos taken on this date are displayed";"";"[=]";"";"[X]";"";"Filtrage automatique des patients par timestamp EXIF - compatible batch processing et requêtes SQL personnalisées sur les métadonnées d'acquisition";""
"txt_0344";"Toutes les photos prises à cette date s'affichent";"All photos taken on this date are displayed";"";"[=]";"";"[X]";"";"Toutes les photos prises à cette date s'affichent avec métadonnées EXIF complètes (timestamp, paramètres d'acquisition, géolocalisation si activée). Filtrage par critères techniques disponible via query API. Configuration des vues dans kitview.config pour tri automatique par type d'examen ou paramètres de prise de vue.";""
"txt_0345";"Écrivez<strong>« Création »</strong>et double-cliquez pour l'ajouter";"Enter<strong>""Creation""</strong>and double-click to add it";"";"Tapez le mot **""Création""** dans la zone de texte, puis cliquez deux fois rapidement sur ce mot pour l'ajouter à votre liste. C'est comme ajouter une étiquette à votre classeur - un double-clic suffit pour la coller !";"";"[X]";"";"Saisissez « Création » et double-cliquez pour l'ajouter au template. Alternative : utilisez Ctrl+Enter pour validation directe ou configurez des raccourcis personnalisés dans les préférences utilisateur pour optimiser la saisie répétitive de termes standardisés.";""
"txt_0346";"Répétez l'opération pour ajouter une seconde condition";"Repeat the operation to add a second condition";"";"Pour ajouter une deuxième condition, refaites exactement les mêmes étapes que vous venez de suivre pour la première condition. Ne vous inquiétez pas, c'est comme ajouter une deuxième règle à votre classeur - le processus est identique. Suivez simplement la même procédure pas à pas une seconde fois.";"";"[X]";"";"Itérez la procédure pour implémenter une condition additionnelle via l'interface de règles conditionnelles ou directement dans le fichier de configuration XML";""
"txt_0347";"Pour la première condition, sélectionnez<strong>« Antérieure à »</strong>et indiquez la date de fin";"For the first condition, select<strong>""Prior to""</strong>and enter the end date.";"";"Pour commencer, vous allez définir votre première condition (pensez à cela comme un filtre pour trier vos photos). Cliquez sur **« Antérieure à »** dans la liste déroulante - cela signifie que vous voulez voir les photos prises AVANT une certaine date. Ensuite, tapez simplement la date limite que vous souhaitez. Par exemple, si vous mettez le 15 mars 2024, le logiciel ne vous montrera que les photos prises avant cette date. C'est comme dire ""montre-moi seulement les anciennes photos"".";"";"Pour la première condition, sélectionnez **« Antérieure à »** et définissez la date de fin de votre période de recherche.

**Points clés :**
• Utilisez le raccourci clavier pour saisir rapidement la date
• La condition ""Antérieure à"" exclut la date sélectionnée (recherche jusqu'à la veille)
• Combinez avec d'autres filtres pour affiner vos résultats
• **Exception :** Si aucune photo n'existe avant cette date, le filtre retournera un résultat vide";"";"Pour la première condition, sélectionnez **« Antérieure à »** et spécifiez la date limite (format YYYY-MM-DD). Supporte les timestamps Unix et ISO 8601. Automatisable via paramètre `--date-before` en CLI ou endpoint API `/filter?date_before=`.";""
"txt_0348";"Pour la seconde condition, sélectionnez<strong>« Postérieure à »</strong>et indiquez la date de début";"For the second condition, select<strong>""After""</strong>and enter the start date.";"";"Pour la deuxième condition, ne vous inquiétez pas, c'est très simple ! Cliquez sur **« Postérieure à »** (cela signifie ""après cette date"") et indiquez ensuite la date à partir de laquelle vous voulez voir les photos. C'est comme si vous disiez ""montre-moi toutes les photos prises après le 15 janvier par exemple"".";"";"**Configuration du filtre temporel :**
• Sélectionnez **""Postérieure à""** et définissez votre date de début
• **Astuce :** Utilisez les raccourcis de dates prédéfinies si disponibles (dernière semaine, dernier mois)
• **Cas particulier :** Pour les suivis orthodontiques, pensez à aligner sur les dates de rendez-vous clés plutôt que sur des dates arbitraires";"";"Pour la seconde condition, sélectionnez **« Postérieure à »** et spécifiez la date de début (format YYYY-MM-DD ou utilisez le sélecteur de date). Cette condition peut être combinée avec des opérateurs logiques AND/OR pour des requêtes complexes et sauvegardée comme filtre personnalisé dans les préférences utilisateur.";""
"txt_0349";"Tous les patients ayant des photos dans cette plage s'affichent";"All patients with photos in this range are displayed";"";"[=]";"";"[X]";"";"Filtrage automatique des patients par métadonnées temporelles des fichiers image (EXIF DateTimeOriginal). Requête SQL sur la base patients avec jointure sur photo_metadata.capture_date. Compatible avec formats DICOM, JPEG, TIFF. Paramétrage des critères de plage via config/filter_rules.xml ou API REST /patients/filter.";""
"txt_0350";"Cliquez dans l'onglet<strong>« Formulaire »</strong>";"Click on the<strong>""Form""</strong> tab";"";"[=]";"";"[X]";"";"[X]";""
"txt_0351";"Sélectionnez le formulaire dont vous avez besoin";"Select the form you need";"";"[=]";"";"[X]";"";"[X]";""
"txt_0352";"Complétez les informations";"Complete the information";"";"[=]";"";"[X]";"";"[X]";""
"txt_0353";"Enregistrez le formulaire en cliquant sur la<strong>disquette</strong>";"Save the form by clicking on the<strong>disquette</strong>.";"";"Pour sauvegarder vos informations, cliquez sur l'icône en forme de **disquette** (ce petit carré avec un volet, comme les anciennes disquettes d'ordinateur). C'est comme fermer un dossier après avoir écrit dedans - cela permet de conserver tout ce que vous venez de saisir.";"";"Enregistrez le formulaire via l'icône **disquette** ou utilisez Ctrl+S pour plus d'efficacité. L'enregistrement est automatique lors du changement de patient, mais pensez à sauvegarder manuellement après des modifications importantes pour éviter toute perte de données.";"";"Sauvegardez via Ctrl+S ou l'icône disquette. La validation s'effectue en arrière-plan avec vérification d'intégrité des champs obligatoires et synchronisation automatique avec la base de données patient.";""
"txt_0354";"Le résumé du formulaire est généré. Pour le consulter entièrement, cliquez sur le petit dossier";"The summary of the form is generated. To view it in full, click on the small folder";"";"Ne vous inquiétez pas, c'est très simple ! Le logiciel a créé automatiquement un résumé de votre formulaire (comme un petit aperçu de ce que vous avez rempli). Si vous voulez voir tous les détails de ce résumé, il suffit de cliquer sur la petite icône qui ressemble à un dossier - vous la trouverez facilement à l'écran.";"";"[X]";"";"[X]";""
"txt_0355";"Cliquez sur un dossier patient";"Click on a patient file";"";"[=]";"";"[X]";"";"[X]";""
"txt_0356";"Cliquez sur l'onglet<strong>« Formulaire »</strong>";"Click on the<strong>""Form""</strong> tab";"";"Cliquez sur l'onglet **« Formulaire »** (c'est comme un onglet de classeur qui vous permet de passer d'une section à l'autre). Vous le trouverez en haut de votre écran - ne vous inquiétez pas, c'est clairement indiqué.";"";"[X]";"";"[X]";""
"txt_0357";"Ouvrez le résumé des formulaires en cliquant sur le petit dossier";"Open the summary of forms by clicking on the small folder";"";"Pour voir le résumé de tous vos formulaires (comme un récapitulatif de tous vos documents), c'est très simple : regardez à l'écran et cherchez la petite icône qui ressemble à un dossier ou à un classeur. Cliquez dessus une seule fois avec votre souris. Ne vous inquiétez pas, cette action va simplement ouvrir une fenêtre qui vous montrera tous vos formulaires organisés, comme si vous ouvriez un classeur de bureau.";"";"[X]";"";"[X]";""
"txt_0358";"Cliquez sur la loupe<strong>« Mode recherche »</strong>";"Click on the magnifying glass<strong>""Search mode""</strong>.";"";"Cliquez sur l'icône de loupe (une petite image qui ressemble à une loupe comme celle d'un détective) pour activer le **« Mode recherche »**. Cette fonction vous permet de chercher des photos spécifiques parmi toutes celles stockées dans le logiciel, comme quand vous feuilletez un album photo pour retrouver une image particulière.";"";"**Mode recherche avancée**

• Cliquez sur la loupe « Mode recherche » ou utilisez le raccourci Ctrl+F
• **Astuce d'efficacité** : Combinez plusieurs critères de recherche pour affiner vos résultats (patient + date + type de cliché)
• **Cas particulier** : Si la recherche ne trouve aucun résultat, vérifiez les filtres actifs qui peuvent masquer certaines photos
• **Conseil** : Utilisez la recherche par mots-clés dans les annotations pour retrouver rapidement des cas cliniques spécifiques";"";"Activez le mode recherche via l'icône loupe ou raccourci Ctrl+F. Supporte la recherche par métadonnées EXIF, tags personnalisés, et critères combinés avec opérateurs booléens. Compatible avec l'indexation automatique des fichiers DICOM et formats RAW orthodontiques.";""
"txt_0359";"Cliquez sur les critères que vous souhaitez retrouver (ex: « gingivite »)";"Click on the criteria you want to find (e.g. ""gingivitis"")";"";"Cliquez sur les mots-clés que vous voulez rechercher dans vos photos (par exemple : « gingivite » pour retrouver toutes les photos où vous avez noté ce problème de gencives). C'est comme chercher dans un album photo avec des étiquettes - cliquez simplement sur l'étiquette qui vous intéresse pour voir toutes les photos correspondantes.";"";"[X]";"";"Sélectionnez les critères diagnostiques souhaités (ex: « gingivite ») via interface de filtrage. Utilisation possible de sélection multiple (Ctrl+clic), recherche par expressions régulières, ou configuration de filtres prédéfinis dans les paramètres utilisateur pour optimiser les workflows récurrents.";""
"txt_0360";"Cliquez à nouveau sur la loupe<strong>« Mode recherche »</strong>puis<strong>« Recherche »</strong>";"Click again on the magnifying glass<strong>""Search mode""</strong>then<strong>""Search""</strong>.";"";"Ne vous inquiétez pas, c'est simple ! Cliquez une nouvelle fois sur l'icône de la loupe (c'est le petit symbole qui ressemble à une loupe de détective). Vous verrez alors apparaître **""Mode recherche""** - cliquez dessus. Ensuite, cliquez sur **""Recherche""** pour lancer votre recherche.";"";"[X]";"";"Réactivez le mode recherche via l'icône loupe > ""Recherche"" ou utilisez le raccourci Ctrl+F pour accéder directement aux filtres avancés et aux requêtes sauvegardées.";""
"txt_0361";"Les dossiers patients correspondants s'affichent";"The corresponding patient files are displayed";"";"[=]";"";"[X]";"";"[X]";""
"txt_0362";"Cliquez dans l'onglet<strong>« Aide »</strong>";"Click on the<strong>""Help""</strong> tab";"";"[=]";"";"[X]";"";"[X]";""
"txt_0363";"Sélectionnez<strong>« Support formation »</strong>";"Select<strong>""Training support""</strong>.";"";"Cliquez sur le bouton **« Support formation »** pour accéder à l'aide et aux tutoriels. C'est comme ouvrir un manuel d'instructions - vous y trouverez toute l'aide dont vous avez besoin pour bien utiliser le logiciel.";"";"[X]";"";"[X]";""
"txt_0364";"Vous êtes redirigé vers le site :<strong>www.kitview-support.fr</strong>";"You are redirected to:<strong>www.kitview-support.fr</strong>";"";"[=]";"";"[X]";"";"[X]";""
"txt_0365";"💡 Conseil";"💡 Council";"";"[=]";"";"[X]";"";"[X]";""
"txt_0366";"Kitview s'intègre avec votre logiciel de gestion de cabinet pour synchroniser automatiquement la liste des patients.";"Kitview integrates with your practice management software to automatically synchronise your patient list.";"";"Kitview peut se connecter avec le logiciel que vous utilisez déjà pour gérer votre cabinet dentaire (comme un carnet d'adresses qui se met à jour tout seul). Cela signifie que la liste de tous vos patients apparaîtra automatiquement dans Kitview, sans que vous ayez besoin de retaper leurs noms un par un. C'est comme si vos deux logiciels se parlaient entre eux pour partager les informations - très pratique et cela vous fait gagner beaucoup de temps !";"";"Kitview synchronise automatiquement votre liste de patients avec votre logiciel de gestion de cabinet. 

**Points clés pour optimiser cette intégration :**
• Vérifiez que la synchronisation s'effectue en temps réel - les nouveaux patients apparaissent généralement sous 2-3 minutes
• En cas de doublons après migration, utilisez l'outil de fusion dans Paramètres > Gestion patients
• La synchronisation bidirectionnelle permet de mettre à jour les informations patient depuis Kitview vers votre logiciel de cabinet
• **Astuce efficacité :** Configurez les champs personnalisés une seule fois pour qu'ils se répercutent automatiquement sur tous les nouveaux patients synchronisés

**Exception importante :** Les patients archivés dans votre logiciel de cabinet ne remontent pas automatiquement - réactivez-les au préalable si vous souhaitez accéder à leur historique photo.";"";"Kitview synchronise la base patients via API REST ou connecteurs ODBC/SQL selon votre SGC. Configuration dans kitview.conf : paramètres de polling automatique, mapping des champs personnalisés, règles de synchronisation bidirectionnelle. Support des formats HL7 FHIR pour l'interopérabilité avancée. Possibilité d'automatisation par scripts PowerShell/Bash pour synchronisations programmées et gestion des conflits de données.";""
"txt_0367";"⚠️ Attention";"⚠️ Attention";"";"[=]";"";"[X]";"";"[X]";""
"txt_0368";"La suppression d'une fiche patient est définitive et supprime également toutes les photos et documents associés. Cette action nécessite le mode Administration.";"Deleting a patient record is permanent and also deletes all associated photos and documents. This action requires Administration mode.";"";"Attention : supprimer un patient, c'est comme jeter complètement son dossier médical à la poubelle ! Une fois que vous confirmez la suppression, tout disparaît définitivement : la fiche du patient, toutes ses photos ET tous ses documents. C'est irréversible, vous ne pourrez pas récupérer ces informations. Cette action importante nécessite d'être en mode Administration (un mode spécial réservé aux responsables). Réfléchissez bien avant de supprimer un patient !";"";"**Suppression définitive de fiche patient** (Mode Administration requis)

• **Action irréversible** : Supprime la fiche + toutes photos/documents associés
• **Raccourci** : Clic droit > ""Supprimer définitivement"" depuis la liste patients
• **Cas particulier** : Si patient lié à un traitement en cours, désactiver plutôt que supprimer
• **Bonne pratique** : Archiver d'abord les données importantes avant suppression
• **Alternative recommandée** : Utiliser le statut ""Inactif"" pour conserver l'historique tout en masquant le patient des vues courantes";"";"La suppression d'une fiche patient (DELETE CASCADE sur base de données) purge définitivement l'enregistrement patient, métadonnées DICOM associées, fichiers image (JPG/PNG/TIFF) et documents PDF du système de fichiers. Opération accessible uniquement avec privilèges administrateur (role='admin' en base). Aucune corbeille de récupération - sauvegarde préalable recommandée via export batch ou API REST /patients/{id}/backup.";""
"txt_0369";"Pensez à enregistrer votre bureau une fois les modifications effectuées : <strong>Bureaux → Enregistrer le bureau courant</strong>";"Remember to save your desktop once you've made the changes: <strong>Desktops → Save current desktop</strong>.";"";"Une fois que vous avez terminé vos modifications, il est important de sauvegarder votre travail - comme lorsque vous sauvegardez un document Word. Ne vous inquiétez pas, c'est très simple ! Allez dans le menu ""Bureaux"" en haut de votre écran, puis cliquez sur ""Enregistrer le bureau courant"". Cela permet de conserver tous les changements que vous venez de faire, comme si vous preniez une photo de votre bureau pour le retrouver exactement comme vous l'avez organisé.";"";"**Sauvegarde du bureau personnalisé :**
• Après personnalisation de votre interface : **Bureaux → Enregistrer le bureau courant**
• **Raccourci** : Ctrl+S fonctionne aussi dans certaines versions
• **Bonne pratique** : Créez plusieurs bureaux selon vos activités (consultation, analyse, suivi)
• **Attention** : Sans sauvegarde, vos modifications d'interface sont perdues à la fermeture";"";"Enregistrez votre configuration workspace après modifications : **Bureaux → Enregistrer le bureau courant** ou Ctrl+S. La configuration est stockée en XML dans /config/workspaces/ et peut être versionnée. Pour l'automatisation, utilisez l'API REST endpoint POST /workspace/save ou configurez l'auto-save dans kitview.conf (workspace_autosave=true, interval=300s).";""
"txt_0370";"ℹ️ Information";"ℹ️ Information";"";"[X]";"";"[X]";"";"[X]";""
"txt_0371";"L'appareil photo et l'ordinateur doivent être connectés au même réseau WiFi.";"The camera and computer must be connected to the same WiFi network.";"";"Pour que votre appareil photo puisse envoyer les photos vers votre ordinateur, ils doivent être connectés au même réseau WiFi - comme deux personnes qui doivent être dans la même pièce pour se parler. Vérifiez que votre appareil photo et votre ordinateur sont tous les deux connectés au même réseau WiFi de votre cabinet (celui qui apparaît avec le même nom dans la liste des réseaux disponibles). C'est simple : ils doivent utiliser la même ""autoroute numérique"" pour communiquer entre eux.";"";"L'appareil photo et l'ordinateur doivent être connectés au même réseau WiFi pour permettre le transfert automatique des clichés.

**Points clés :**
• Vérifiez que les deux appareils affichent le même nom de réseau dans leurs paramètres WiFi
• En cas de connexion instable, privilégiez la bande 5GHz si disponible pour un transfert plus rapide
• Exception : certains appareils photo nécessitent une reconnexion manuelle après une mise en veille prolongée

**Conseil d'efficacité :** Configurez votre appareil photo en mode ""transfert automatique"" pour que les photos s'importent directement dans Kitview dès la prise de vue.";"";"L'appareil photo et l'ordinateur doivent être connectés au même réseau WiFi. Configurez une adresse IP statique pour l'appareil photo via son interface réseau pour éviter les conflits DHCP. Vérifiez que les ports TCP/UDP requis par le protocole PTP/IP sont ouverts sur le firewall. Pour un déploiement multi-postes, utilisez un VLAN dédié avec QoS activé pour prioriser le trafic des images RAW/JPEG haute résolution.";""
"txt_0372";"Une fois vos gabarits créés, allez dans l'onglet « Gabarit » et cliquez sur le bouton « Rafraîchir » pour voir apparaître vos nouvelles créations.";"Once you have created your templates, go to the ""Template"" tab and click on the ""Refresh"" button to see your new creations appear.";"";"Une fois que vous avez créé vos modèles de présentation (comme des modèles de cadres pour vos photos), ne vous inquiétez pas si vous ne les voyez pas tout de suite à l'écran. C'est normal ! Pour les faire apparaître dans votre logiciel, suivez ces étapes simples : allez cliquer sur l'onglet « Gabarit » en haut de votre écran, puis cliquez sur le bouton « Rafraîchir ». Comme par magie, vos nouveaux modèles vont s'afficher et vous pourrez les utiliser pour présenter vos photos de patients.";"";"Une fois vos gabarits créés, actualisez leur affichage :

• **Méthode standard** : Onglet ""Gabarit"" → bouton ""Rafraîchir""
• **Raccourci** : F5 ou Ctrl+R dans l'onglet Gabarit

**Points d'attention :**
- Si un gabarit n'apparaît pas, vérifiez qu'il est bien sauvegardé dans le bon répertoire
- Les gabarits modifiés nécessitent également un rafraîchissement pour afficher les changements
- En cas de gabarits multiples, l'ordre d'affichage suit l'ordre alphabétique par défaut";"";"Une fois vos gabarits créés, exécutez un rafraîchissement du cache via l'onglet « Gabarit » > « Rafraîchir » pour indexer les nouveaux templates. Alternative : redémarrage du service KitView ou appel API POST /templates/refresh pour mise à jour automatisée des environnements multi-postes.";""
"txt_0373";"💡 Rappel glisser-déposer";"💡 Drag and drop reminder";"";"[=]";"";"[X]";"";"[X]";""
"txt_0374";"Sélectionnez la photo, maintenez le clic gauche appuyé, puis relâchez au bon endroit.";"Select the photo, hold down the left click and release at the right point.";"";"Pour déplacer votre photo, c'est très simple ! Imaginez que vous déplacez une photo sur votre bureau : 

1. Cliquez d'abord sur la photo que vous voulez déplacer (comme si vous posiez votre doigt dessus)
2. Gardez votre doigt appuyé sur le bouton gauche de votre souris - ne le relâchez pas !
3. Déplacez doucement votre souris vers l'endroit où vous voulez mettre la photo
4. Une fois arrivé au bon endroit, relâchez le bouton de votre souris

C'est exactement comme faire glisser un objet sur une table ! Ne vous inquiétez pas, avec un peu de pratique, ce geste deviendra très naturel.";"";"**Déplacement par glisser-déposer :**
• Sélectionnez la photo → maintenez clic gauche → glissez vers la destination → relâchez
• **Raccourci efficace :** Utilisez Ctrl+clic pour sélectionner plusieurs photos simultanément avant le glisser-déposer
• **Cas particulier :** Si le déplacement échoue entre dossiers différents, vérifiez les permissions d'accès
• **Astuce :** La zone de destination se surligne en bleu quand le drop est autorisé";"";"Glisser-déposer de photo avec maintien du clic gauche. Pour les déplacements multiples, utilisez Ctrl+sélection puis glisser. Configuration des zones de drop personnalisables via kitview.config. Automatisation possible par script avec movePhoto(sourceId, targetId, coordinates).";""
"txt_0375";"⚠️ Important";"⚠️ Important";"";"[=]";"";"[X]";"";"[X]";""
"txt_0376";"N'oubliez pas d'enregistrer votre bureau après les modifications : <strong>Bureaux → Enregistrer le bureau courant</strong>";"Don't forget to save your desktop after making any changes: <strong>Desktops → Save current desktop</strong>.";"";"Une fois que vous avez terminé de modifier l'organisation de votre écran (comme déplacer des fenêtres ou changer leur taille), il est important de sauvegarder cette disposition - un peu comme si vous preniez une photo de votre bureau pour le retrouver tel quel la prochaine fois. Ne vous inquiétez pas, c'est très simple : cliquez sur le menu **Bureaux** en haut de votre écran, puis sélectionnez **Enregistrer le bureau courant**. Ainsi, Kitview se souviendra de votre organisation préférée !";"";"**Point clé :** Sauvegardez systématiquement votre configuration de bureau après personnalisation via **Bureaux → Enregistrer le bureau courant**

**Conseil d'efficacité :** Créez plusieurs configurations de bureau selon vos activités (consultation, analyse céphalométrique, suivi de traitement) pour optimiser votre workflow.

**Exception :** Les modifications temporaires d'affichage ne nécessitent pas de sauvegarde si vous souhaitez revenir à votre configuration standard au prochain démarrage.";"";"Sauvegardez la configuration du workspace via **Bureaux → Enregistrer le bureau courant** ou utilisez le raccourci Ctrl+S. Les paramètres sont stockés dans le fichier .workspace.xml et peuvent être versionnés pour déploiement multi-postes.";""
