type;fr;en;de;es;it;ja;pt;pl;ro;th;ar;cn;# glossaire.csv V1.1.0 - 07/01/2026 12:41:28
pt;removable appliance;removable appliance;abnehmbare Appliance;aparato extraíble;apparecchio rimovibile;リムーバブル・アプライアンス;aparelho amovível;urządzenie wymienne;aparat detașabil;เครื่องมือถอดได้;جهاز قابل للإزالة;活动器具;
pt;removables appliances;removable appliances;abnehmbare Geräte;aparatos extraíbles;apparecchi rimovibili;取り外し可能な家電製品;aparelhos amovíveis;urządzenia wymienne;aparate detașabile;เครื่องมือถอดได้;الأجهزة القابلة للإزالة;活动器具;
pt;rendez-vous;appointment;Termin;cita;appuntamento;アポイントメント;nomeação;nominacja;numire;การนัดหมาย;التعيين;职位;
pt;rendez-vousse;appointmentse;rendez-vousse;citasse;appuntamento;アポイントメント;compromissosse;spotkania;numirese;การนัดหมาย;المواعيد هـ;约会e;
pt;rendez-vousses;appointments;rendez-vousses;citas;appuntamenti;アポイントメント;compromissos;nominacje;numiri;การนัดหมาย;التعيينات;约会;
pt;resin composite;resin composite;Harzverbundstoff;compuesto de resina;composito di resina;レジン・コンポジット;compósito de resina;kompozyt żywiczny;rășină compozită;เรซินคอมโพสิต;مركب الراتنج;树脂复合材料;
pt;résine composite;composite resin;Kompositharz;resina compuesta;resina composita;コンポジットレジン;resina composta;żywica kompozytowa;rășină compozită;คอมโพสิต เรซิน;راتينج مركب;复合树脂;
pt;résines composites;composite resins;Verbundharze;resinas compuestas;resine composite;複合樹脂;resinas compostas;żywice kompozytowe;rășini compozite;เรซินคอมโพสิต;الراتنجات المركبة;复合树脂;
pt;resins composites;composite resins;Kompositharze;resinas compuestas;resine composite;複合樹脂;resinas compostas;żywice kompozytowe;rășini compozite;เรซินคอมโพสิต;الراتنجات المركبة;复合树脂;
pt;résorption apicale;apical resorption;apikale Resorption;reabsorción apical;riassorbimento apicale;頂端吸収;reabsorção apical;resorpcja wierzchołkowa;resorbție apicală;การสลายตัวที่ปลายรากฟัน;الارتشاف القمي;根尖吸收;
pt;résorption de la racine;root resorption;Wurzelresorption;reabsorción radicular;riassorbimento radicolare;歯根吸収;reabsorção radicular;resorpcja korzeni;resorbție radiculară;การดูดซึมกลับของราก;ارتشاف الجذور;根吸收;
pt;résorptions apicales;apical resorptions;apikale Resorptionen;reabsorciones apicales;riassorbimenti apicali;頂端吸収;reabsorções apicais;resorpcje wierzchołkowe;resorbții apicale;การสลายตัวที่ปลายรากฟัน;الارتشافات القمية;根尖重吸收;
pt;résorptions des las racines;root resorptions;Las-Wurzel-Resorptionen;reabsorciones radiculares;riassorbimenti radicali;根の吸収;reabsorções radiculares;resorpcje korzeni;resorbții radiculare;การดูดซึมกลับของราก;إعادة امتصاص الجذور;残根;
pt;respirateur buccal;oral respirator;Mundbeatmungsgerät;respirador bucal;respiratore orale;経口呼吸器;respirador bucal;respirator doustny;aparat respirator oral;เครื่องช่วยหายใจทางปาก;جهاز تنفس عن طريق الفم;口腔呼吸器;
pt;respirateurs buccaux;oral respirators;Mundatmer;respiradores orales;respiratori orali;経口呼吸器;respiradores orais;półmaski doustne;respiratoare orale;เครื่องช่วยหายใจแบบครอบปาก;أجهزة تنفس عن طريق الفم;口腔呼吸器;
pt;respiration nasale;nasal breathing;Nasenatmung;respiración nasal;respirazione nasale;鼻呼吸;respiração nasal;oddychanie przez nos;respirație nazală;การหายใจทางจมูก;التنفس الأنفي;鼻呼吸;
pt;respiration orale;oral respiration;Mundatmung;respiración oral;respirazione orale;口呼吸;respiração oral;oddychanie przez usta;respirație orală;การหายใจทางปาก;التنفس الفموي;口腔呼吸;
pt;respiration par la bouche;mouth breathing;Mundatmung;respiración bucal;respirazione con la bocca;口呼吸;respiração bucal;oddychanie przez usta;respirație bucală;การหายใจทางปาก;التنفس عن طريق الفم;口呼吸;
pt;respiration par le nez;breathing through the nose;Nasenatmung;respirar por la nariz;respirare con il naso;鼻呼吸;respirar pelo nariz;oddychanie przez nos;respirația prin nas;การหายใจทางจมูก;التنفس من الأنف;用鼻子呼吸;
pt;respirations nasales;nasal breathing;Nasenatmung;respiración nasal;respirazione nasale;鼻呼吸;respiração nasal;oddychanie przez nos;respirație nazală;การหายใจทางจมูก;التنفس الأنفي;鼻呼吸;
pt;respirations orales;oral respiration;Mundatmung;respiración oral;respirazione orale;口呼吸;respiração oral;oddychanie przez usta;respirație orală;การหายใจทางปาก;التنفس الفموي;口腔呼吸;
pt;respirations pars las bouches;respirations pars las bouches;atemzüge pars las mund;respirations pars las bouches;respirazioni pars las bouches;呼吸;respirações pars las bouches;respirations pars las bouches;respirations pars las bouches;หายใจทางปาก;التنفس في التنفس في التنفس;呼吸与心跳;
pt;respirations pars les nez;nose breathing;Atmung durch die Nasen;respiración nasal;respirazione dal naso;鼻呼吸;respiração pelo nariz;oddychanie przez nos;respirație nazală;หายใจทางจมูก;التنفس من الأنف;鼻呼吸;
pt;respire par la bouche;breathes through mouth;atmet durch den Mund;respira por la boca;respira con la bocca;口呼吸;respira pela boca;oddycha przez usta;respiră prin gură;หายใจทางปาก;يتنفس من الفم;用嘴呼吸;
pt;ressaut atm;atm projection;atm Vorsprung;salto atm;salto atm;アトムジャンプ;salto atm;skok atm;salt atm;การกดเงินจากตู้เอทีเอ็ม;قفزة أجهزة الصراف الآلي;跳转;
pt;ressauts atms;atm jumps;atms Vorsprünge;manantiales atms;Atm a molla;ATMジャンプ;molas atms;springs atms;izvoare atms;การกระโดด ATM;الينابيع atms;泉水自动取款机;
pt;restauration en composite;composite restoration;Kompositrestauration;restauración compuesta;restauro in composito;複合修復;restauração de compósitos;odbudowa kompozytowa;restaurare compozit;การบูรณะฟันด้วยวัสดุผสม;الترميم المركب;复合修复;
pt;restaurations ens composites;composite restorations;Kompositfüllungen;restauraciones compuestas;restauri in composito;コンポジットレストレーション;restaurações em compósito;uzupełnienia kompozytowe;restaurări compozite;การบูรณะฟันด้วยวัสดุผสม;الترميمات المركبة;复合树脂修复;
pt;retention;retention;Zurückhaltung;retención;ritenzione;保持;retenção;zatrzymanie;retenție;การรักษา;الاحتفاظ;保留;
pt;retentionne;retentionne;retentionne;retentionne;ritenzione;保持;retenção;retentionne;retențiene;การรักษา;الاحتفاظ بـ;保留;
pt;retentionnes;retention;retentionnes;retención;ritenzione;保持;retenção;zatrzymanie;retenție;การรักษา;الاحتفاظ;保留;
pt;retentions;retentions;Abzüge;retenciones;ritenzioni;留保;retenções;zatrzymania;reținerile;การเก็บรักษา;الاحتفاظ;预留款;
pt;retour;back;zurück;volver;indietro;バック;voltar;z powrotem;înapoi;คืน;العودة;后;
pt;retoure;return;retoure;devolver;ritorno;戻る;retorno;powrót;întoarcere;คืน;العودة;返回;
pt;retoures;returns;zurückgegeben;devuelve;ritorni;収益;devoluções;zwroty;returnări;ผลตอบแทน;العائدات;回报;
pt;retours;returns;Rücksendungen;devuelve;ritorni;収益;devoluções;zwroty;returnări;ผลตอบแทน;العائدات;回报;
pt;rétraction gingivale;gingival retraction;Gingivarückzug;retracción gingival;retrazione gengivale;歯肉退縮;retração gengival;cofanie się dziąseł;retracția gingivală;เหงือกร่น;تراجع اللثة;龈退缩;
pt;rétractions gingivales;gingival retractions;Zahnfleischeinziehungen;retracciones gingivales;retrazioni gengivali;歯肉退縮;retracções gengivais;cofanie się dziąseł;retracții gingivale;เหงือกร่น;التقلصات اللثوية;牙龈退缩;
pt;rétrochéilie;retrocheilia;Retrochaeilie;retrocheilia;retrocheilia;レトロケイリア;retrocheilia;retrocheilia;retrocheilia;เรโทรเชเลีย;ريتروشيليا;翘舌音;
pt;rétrochéilies;back issues;Retrochilies;números atrasados;numeri arretrati;バックナンバー;números anteriores;zaległe wydania;numere anterioare;เรโทรชีไลติส;الأعداد السابقة;往期;
pt;rétrognathe;retrognathe;retrognathe;retrognathe;retrognato;レトログナテ;retrognata;retrognathe;retrognathe;ภาวะขากรรไกรล่างถอย;ريتروجنات;复古;
pt;rétrognathes;retrognathes;Retrognathes;retrognathes;retrognatele;後鰓類;retrognatas;retrognathes;retrognathes;ภาวะขากรรไกรล่างถอย;ريتروجناتيس;复音;
pt;rétrognathie;retrognathy;Retrognathie;retrognatía;retrognatia;後遺症,下顎後退;retrognatismo;retrognatia;retrognație;ภาวะขากรรไกรล่างถอย;ريتروجناثي;怀旧;
pt;rétrognathie dentaire;retrognathia;zahnärztliche Retrognathie;retrognatia dental;Retrognazia dentale;逆ナタ症;retrognatismo dentário;retrognatia stomatologiczna;retrognatia dentară;ภาวะฟันล่างยื่นผิดปกติ;رجعية الأسنان;牙呙;
pt;rétrognathie mandibulaire;mandibular retrognathia;mandibuläre Retrognathie;retrognatia mandibular;Retrognazia mandibolare;下顎後屈;retrognatismo mandibular;retrognatia żuchwy;retrognatia mandibulară;ภาวะขากรรไกรล่างถอย;اعتلال الفك السفلي الخلفي;下颌后缩;
pt;rétrognathie maxillaire;maxillary retrognathia;maxilläre Retrognathie;retrognatia maxilar;Retrognazia mascellare;上顎前突;retrognatismo maxilar;retrognatia szczękowa;retrognație maxilară;ภาวะขากรรไกรบนถอยหลัง;اعتلال الفك السفلي الفكي الخلفي;上颌骨发育不良;
pt;rétrognathies dentaires;retrognathia of the teeth;dentale Retrognathien;retrognatías de los dientes;retrognatismo dei denti;歯の後傾;retrognatismo dos dentes;retrognatyzm zębów;retrognatii ale dintilor;ภาวะฟันล่างยื่นผิดปกติ;اعتلالات الأسنان الخلفية;牙齿畸形;
pt;rétroinclinaison;retro-tilt;Rückwärtsneigung;retro-tilt;retro-inclinazione;レトロチルト;retro-inclinação;retro-pochylenie;retro-tilt;เอียงไปด้านหลัง;إمالة رجعية;复倾斜;
pt;rétroinclinaisonne;backward tilting;retroinklinisch;basculación hacia atrás;inclinazione all'indietro;後傾;inclinação para trás;przechylanie do tyłu;înclinare înapoi;เอียงไปด้านหลัง;إمالة للخلف;后倾;
pt;rétroinclinaisonnes;backward tilt;Retroinklinationonne;inclinación hacia atrás;inclinazione all'indietro;後傾;inclinação para trás;pochylenie do tyłu;înclinare înapoi;เอียงไปด้านหลัง;إمالة للخلف;后倾;
pt;rétroinclinaisons;tilt back;Retroinklinationen;inclinar hacia atrás;inclinazione all'indietro;チルトバック;inclinar-se para trás;odchylenie do tyłu;înclinare înapoi;เอนหลังเอียง;الميل للخلف;后仰;
pt;rétromandibulaire;retromandibular;retromandibular;retromandibular;retromandibolare;後顎;retromandibular;zażuchwowy;retromandibulară;ใต้ขากรรไกรล่าง;الفك السفلي;后下颌;
pt;rétromandibulaires;retromandibular;retromandibular;retromandibular;retromandibolare;後顎;retromandibular;zażuchwowy;retromandibulară;ใต้ขากรรไกรล่าง;الفك السفلي;后下颌;
pt;rétromandibulisme;retromandibulism;Retromandibulismus;retromandibulismo;retromandibolismo;レトロマンディビュリズム;retromandibulismo;retromandibulizm;retromandibulism;ภาวะต่อมน้ำเหลืองหลังขากรรไกรล่าง;ريترومانديبوليزم;回光返照;
pt;rétromandibulismes;retromandibulisms;Retromandibulismus;retromandibulismos;retromandibolismi;レトロマンディビュリズム;retromandibulismos;retromandibulizmy;retromandibulisme;การเคลื่อนไหวของกล้ามเนื้อใต้ขากรรไกร;الرترومانديبيوليزم;再抗原;
pt;rétromaxillaire;retromaxillary;retromaxillär;retromaxilar;retromaxillare;腋窩後部;retromaxilar;retromaxillary;retromaxilare;หลังขากรรไกรล่าง;ريتروماكسيلاري;后腋窝;
pt;rétromaxillaires;retromaxillary;retromaxillär;retromaxilar;retromaxillare;腋窩後部;retromaxilar;retromaxillary;retromaxilare;หลังขากรรไกรล่าง;ريتروماكسيلاري;后腋窝;
pt;rétroposition;retroposition;Retroposition;retroposición;retroposizione;後置;retroposição;retropozycja;retropunere;การเคลื่อนย้ายย้อนกลับ;الموضع الرجعي;后置;
pt;rétropositionne;return to;retropositioniert;volver a;tornare a;戻る;regressar a;powrót do;reveniți la;จัดตำแหน่งใหม่;العودة إلى;返回;
pt;rétropositionnes;retroposition;retropositionale;retroposición;retroposizione;後置;retroposição;retropozycja;retropunere;การเคลื่อนย้ายย้อนกลับ;الموضع الرجعي;后置;
pt;rétropositions;retropositions;Retropositionen;retroposiciones;retroposizioni;後遺症;retroposições;retropozycje;retropoziții;การถอยกลับ;الأوضاع الرجعية;复古;
pt;rétroversion;retroversion;Retroversion;retroversión;retroversione;逆行;retroversão;retrowersja;retroversiune;การเอียงกลับ;الارتداد;复古;
pt;rétrusion dentaire;dental retrofusion;Zahnretrusion;retrofusión dental;retrofusione dentale;デンタルレトロフュージョン;retrofusão dentária;retrofuzja stomatologiczna;retrofuzie dentară;การถอยของฟัน;إعادة ضخ الأسنان;牙科回输;
pt;rétrusions dentaires;dental re-entries;Zahnretrusionen;reingresos dentales;rientri odontoiatrici;歯科再入院;reentradas dentárias;ponowne wpisy stomatologiczne;reintrări dentare;การหดตัวของเหงือก;إعادة إدخال الأسنان;牙科再入境;
pt;rhizalyse;rhizalysis;rhizalyse;rizálisis;rizalisi;根粒分析;rizálise;analiza kłącza;rizaliză;ไรโซไลซิส;التحليل الجذري;根茎分析;
pt;rhizalyses;rhizalysis;Rhizalysen;rizálisis;rizalisi;根粒分析;rizálise;analiza kłącza;rizaliză;ไรโซไลซิส;التحليل الجذري;根茎分析;
pt;ronflement;snoring;Schnarchen;ronquidos;russare;いびき;ressonar;chrapanie;sforăit;เสียงกรน;الشخير;鼾声;
pt;ronflemente;snore;ronflemente;roncar;russare;いびきをかく;ressonar;ronflemente;ronflemente;เสียงกรน;الشخير;ronflemente;
pt;ronflementes;snoring;Schnarchen;ronquidos;russare;いびき;ressonar;chrapanie;sforăit;เสียงกรน;الشخير;鼾声;
pt;ronflements;snoring;Schnarchen;ronquidos;russare;いびき;ressonar;chrapanie;sforăit;เสียงกรน;الشخير;鼾声;
pt;ronger les ongles;nail biting;Nägel kauen;morderse las uñas;mangiarsi le unghie;爪噛み;roer as unhas;obgryzanie paznokci;roaderea unghiilor;กัดเล็บ;قضم الأظافر;咬指甲;
pt;rongers les ongles;nail biting;Nägelkauen;morderse las uñas;mangiarsi le unghie;爪噛み;roer as unhas;obgryzanie paznokci;roaderea unghiilor;การกัดเล็บ;قضم الأظافر;咬指甲;
pt;rotation axiale;axial rotation;axiale Rotation;rotación axial;rotazione assiale;軸回転;rotação axial;obrót osiowy;rotație axială;การหมุนตามแนวแกน;الدوران المحوري;轴向旋转;
pt;rotation radiculaire;root rotation;Wurzelrotation;rotación de la raíz;rotazione delle radici;ルート回転;rotação das raízes;rotacja korzeni;rotația rădăcinilor;การหมุนเวียนของราก;دوران الجذر;轮根;
pt;rotations axiales;axial rotations;Axialrotationen;rotaciones axiales;rotazioni assiali;軸回転;rotações axiais;obroty osiowe;rotații axiale;การหมุนตามแนวแกน;الدوران المحوري;轴向旋转;
pt;rotations radiculaires;root rotations;Wurzelrotationen;rotaciones radiculares;rotazioni delle radici;ルート・ローテーション;rotações das raízes;rotacja korzeni;rotații ale rădăcinilor;การหมุนเวียนราก;تناوب الجذور;根轮作;
pt;rubber bands;rubber bands;Gummibänder;gomas elásticas;elastici;輪ゴム;elásticos;gumki;benzi de cauciuc;ยางรัด;الأربطة المطاطية;橡皮筋;
pt;rubbers bands;rubbers bands;Rubbers Bands;bandas de caucho;bande di gomma;ゴムバンド;bandas de borracha;opaski gumowe;benzi de cauciuc;ยางรัด;الأربطة المطاطية;橡胶带;
pt;saos;osa;saos;saos;saos;オーエスエー;saos;saos;saos;ซอส;سوس;saos;
pt;saosses;saosses;saosses;saosses;saosses;サオス;saosses;saosses;Saosses;ซอส;سوسيس;红裙;
pt;scaling;scaling;scaling;escalado;scalare;拡大縮小;dimensionamento;skalowanie;scalare;การปรับขนาด;التحجيم;缩放;
pt;scalings;scalings;Skalierungen;escalas;scalature;スケーリング;escalas;skalowania;scalări;การปรับขนาด;المقاييس;标度;
pt;scalingue;scalingue;scalingue;escalingue;scalare;スケーリング;escalada;skalowanie;scalingue;การปรับขนาด;التحجيم;缩放;
pt;scalingues;scalingues;Skalpell;escalopes;scalinghe;スケーリング;escalopes;scalingues;solzișori;เครื่องขูดหินปูน;السكايلينج;烤面包片;
pt;scan 3d;3d scan;3D-Scan;Escaneado 3D;Scansione 3d;3Dスキャン;digitalização 3d;Skanowanie 3d;scanare 3d;สแกน 3 มิติ;مسح ضوئي ثلاثي الأبعاد;3d 扫描;
pt;scan numérique;digital scan;digitaler Scan;escaneado digital;scansione digitale;デジタルスキャン;digitalização digital;skanowanie cyfrowe;scanare digitală;การสแกนดิจิทัล;مسح ضوئي رقمي;数字扫描;
pt;scans numériques;digital scans;digitale Scans;digitalizaciones;scansioni digitali;デジタルスキャン;digitalizações digitais;skany cyfrowe;scanări digitale;การสแกนดิจิทัล;المسح الضوئي الرقمي;数字扫描;
pt;se ronger les ongles;nail biting;an den Fingernägeln kauen;morderse las uñas;mangiarsi le unghie;爪噛み;roer as unhas;obgryzanie paznokci;roaderea unghiilor;กัดเล็บ;قضم الأظافر;咬指甲;
pt;sensibilité;sensitivity;Empfindlichkeit;sensibilidad;sensibilità;感性;sensibilidade;wrażliwość;sensibilitate;ความไว;الحساسية;敏感性;
pt;sensibilitée;sensitivity;Empfindlichkeit;sensibilidad;sensibilità;感性;sensibilidade;wrażliwość;sensibilitate;ความไว;الحساسية;敏感性;
pt;sensibilitées;sensitivities;Empfindlichkeiten;sensibilidades;sensibilità;感受性;sensibilidades;wrażliwość;sensibilități;ความไวต่อสิ่งกระตุ้น;الحساسيات;敏感性;
pt;sensibilités;sensitivities;Empfindlichkeiten;sensibilidades;sensibilità;感受性;sensibilidades;wrażliwość;sensibilități;ความไวต่อสิ่งกระตุ้น;الحساسيات;敏感性;
pt;séparateur;separator;Trenner;separador;separatore;セパレータ;separador;separator;separator;ตัวแบ่ง;فاصل;分隔符;
pt;séparateurs;separators;Trennwände;separadores;separatori;分離器;separadores;separatory;separatoare;ตัวคั่น;الفواصل;分离器;
pt;separator;separator;Separator;separador;separatore;セパレータ;separador;separator;separator;ตัวแบ่ง;فاصل;分隔符;
pt;separatore;separatore;separatore;separatore;separatore;セパレータ;separador;separatore;separator;ตัวแบ่ง;انفصال;分离;
pt;separatores;separatores;separatores;separadores;separatores;セパレーター;separadores;separatores;separatores;ตัวคั่น;الانفصاليون;分离器;
pt;separators;separators;Separatoren;separadores;separatori;分離器;separadores;separatory;separatoare;ตัวคั่น;الفواصل;分离器;
pt;séparatrice;separator;Separator;separador;separatore;セパレータ;separador;separator;separator;ตัวแบ่ง;فاصل;分隔符;
pt;séparatrices;separators;Trennwände;separadores;separatori;分離器;separadores;separatory;separatoare;ตัวคั่น;الفواصل;分离器;
pt;septiques;septic;septisch;séptico;settico;腐敗性;sético;szambo;septic;ติดเชื้อในกระแสเลือด;التفسخ;化粪池;
pt;serrement;tightening;Umklammerung;apriete;serraggio;引き締め;aperto;dokręcanie;strângere;การรัดให้แน่น;تشديد;收紧;
pt;serremente;tightening;Gewächshaus;apriete;serraggio;引き締め;aperto;dokręcanie;strângere;แน่น;تشديد;收紧;
pt;serrementes;clamps;Umarmungen;abrazaderas;morsetti;クランプ;pinças;zaciski;cleme;แคลมป์;المشابك;夹具;
pt;serrements;clamping;Zusammenziehungen;sujeción;serraggio;締め付け;fixação;mocowanie;prindere;กำแน่น;التثبيت;夹紧;
pt;ses rongers les ongles;nail biting;seine Nägel abkaut;morderse las uñas;mangiarsi le unghie;爪噛み;roer as unhas;obgryzanie paznokci;roaderea unghiilor;กัดเล็บ;قضم الأظافر;咬指甲;
pt;sixième;sixth;sechste;sexto;sesto;第六;sexto;szósty;al șaselea;หก;سادسًا;第六;
pt;sixièmes;sixth;Sechstklässler;sexto;sesto;第六;sexto;szósty;al șaselea;หกส่วนสิบ;سادسًا;第六;
pt;sleep apnea;sleep apnea;Schlafapnea;apnea del sueño;apnea del sonno;睡眠時無呼吸症候群;apneia do sono;bezdech senny;apnee în somn;ภาวะหยุดหายใจขณะหลับ;انقطاع التنفس أثناء النوم;睡眠呼吸暂停;
pt;sleeps apneas;sleeps apneas;sleeps apneas;duerme apneas;dorme in apnea;睡眠時無呼吸;dorme apneias;bezdech senny;doarme apnee;ภาวะหยุดหายใจขณะหลับ;انقطاع التنفس أثناء النوم;睡眠呼吸暂停;
pt;slicing;slicing;slicing;cortando;affettare;スライシング;fatiamento;krojenie;feliere;การหั่น;التقطيع;切片;
pt;slicings;slicings;Slicings;lonchas;affettazioni;スライシングス;fatias;plastry;felii;การหั่น;التقطيع;切片;
pt;sna;sna;sna;sna;sna;SNA;sna;sna;sna;สเน;سنا;蜗牛;
pt;snb;snb;snb;snb;snb;エスエヌビー;snb;snb;snb;snb;سنب;snb;
pt;sortie dentaire;dental outing;Zahnausgang;excursión dental;gita dentistica;歯科見学;passeio dentário;wyjście do dentysty;ieșirea la dentist;นัดหมายทันตกรรม;نزهة في طب الأسنان;牙科出游;
pt;sorties dentaires;dental outings;zahnärztliche Ausgänge;salidas dentales;uscite odontoiatriche;歯科外来;passeios dentários;wycieczki stomatologiczne;excursii stomatologice;การนัดหมายทันตกรรม;نزهات طب الأسنان;牙科外出活动;
pt;souffrir;suffer;leiden;sufre;soffrire;苦しむ;sofrer;cierpieć;să sufere;ทนทุกข์;تعاني;大吃苦头;
pt;souffrire;suffer;leiden;sufre;soffrire;苦しむ;sofrer;cierpieć;să sufere;ทนทุกข์;تعاني;大吃苦头;
pt;souffrires;suffering;leiden;sufriendo;sofferenza;苦しみ;sofredor;cierpienie;suferință;ทุกข์;المعاناة;忧患;
pt;souffrirs;suffering;leiden;sufriendo;sofferenza;苦しみ;sofredor;cierpienie;suferință;ความทุกข์ทรมาน;المعاناة;忧患;
pt;sous-dimensionnement dentaire;dental undersizing;zahnärztliche Unterversorgung;infradimensionamiento dental;sottodimensionamento dentale;デンタルアンダーサイジング;subdimensionamento dentário;niedowymiarowanie zębów;subdimensionare dentară;ฟันเล็กเกินไป;نقصان حجم الأسنان;牙科尺寸不足;
pt;sous-dimensionnements dentaires;dental undersizing;zahnärztliche Unterversorgung;infradimensionamiento dental;sottodimensionamento dentale;デンタルアンダーサイジング;subdimensionamento dentário;niedowymiarowanie zębów;subdimensionare dentară;ฟันเล็กเกินไป;نقصان حجم الأسنان;牙科尺寸不足;
pt;sous-éruption;sub-eruption;Unterausschlag;suberupción;sub-eruzione;サブイラプション;sub-erupção;poderupcja;suberupție;การปะทุ;الإنفصال الفرعي;次爆发;
pt;sous-éruptionne;sub-eruption;unterkühlt;suberupción;sub-eruzione;サブイラプション;sub-erupção;poderupcja;suberupție;การปะทุย่อย;غير مستغلة بشكل كافٍ;次爆发;
pt;sous-éruptionnes;sub-eruptions;unter Eruptionen;suberupciones;sub-eruzioni;サブ噴火;sub-erupções;pod-erupcje;sub-erupții;การปะทุย่อย;الإنفجارات الفرعية;次地震;
pt;sous-éruptions;sub-eruptions;Untererhebungen;suberupciones;sub-eruzioni;サブ噴火;sub-erupções;pod-erupcje;sub-erupții;การปะทุย่อย;الإنفجارات الفرعية;次地震;
pt;sous-occlusion antérieure;anterior underbite;vorderer Unterbiss;prognatismo anterior;Sotto-morso anteriore;前下咬合;sub-mordida anterior;przodozgryz;sub mușcătură anterioară;ขากรรไกรล่างยื่นด้านหน้า;عضة سفلية أمامية;前咬合不足;
pt;sous-occlusion dentaire;dental underbite;Zahnunterbiss;prognatismo dental;sottopiede dentale;アンダーバイト;mordida inferior dentária;niedogryz dentystyczny;sub mușchi dentar;ฟันล่างยื่น;عضة الأسنان السفلية;牙齿咬合不足;
pt;sous-occlusions antérieures;anterior sub-occlusions;anteriore Subokklusionen;suboclusiones anteriores;subocclusioni anteriori;前下咬合;sub-oclusões anteriores;podokluzje przednie;subocluzii anterioare;การอุดตันก่อนการปิดกั้น;الاستنتاجات الفرعية الأمامية;前方咬合不正;
pt;sous-occlusions dentaires;dental underbites;Zahnunterbisse;prognatismo dental;sottopancia dentale;アンダーバイト;sub-mordidas dentárias;niedogryz zębów;sub mușcătura dentară;การสบฟันที่ต่ำเกินไป;عضة الأسنان السفلية;牙齿咬合不足;
pt;space;space;space;espacio;spazio;スペース;espaço;przestrzeń;spațiu;พื้นที่;المساحة;空间;
pt;space maintainer;space maintainer;Space Maintainer;mantenedor de espacios;manutentore dello spazio;スペースメンテナー;mantenedor de espaço;konserwator przestrzeni;întreținător de spațiu;อุปกรณ์คงที่ช่องว่าง;مشرف صيانة الفضاء;空间维护员;
pt;spaces;spaces;spaces;espacios;spazi;スペース;espaços;przestrzenie;spații;ช่องว่าง;المساحات;空间;
pt;spaces maintainers;spaces maintainers;spaces maintainers;mantenedores de espacios;manutentori di spazi;スペース管理者;mantenedores de espaços;opiekunowie przestrzeni;întreținători de spații;เครื่องคงที่ช่องว่าง;المشرفون على المساحات;空间维护员;
pt;speech;speech;speech;discurso;discorso;スピーチ;discurso;przemówienie;discurs;คำปราศรัย;الكلام;演说;
pt;speeche;speeche;speeche;speeche;speeche;シュペーシュ;falar;speeche;speeche;คำพูด;سبيتشي;演讲;
pt;speeches;speeches;Reden;discursos;discorsi;スピーチ;discursos;przemówienia;discursuri;สุนทรพจน์;الخطابات;演讲;
pt;speechs;speeches;speechs;discursos;discorsi;スピーチ;discursos;przemówienia;discursuri;สุนทรพจน์;الخطابات;演讲;
pt;stabilisation;stabilisation;Stabilisierung;estabilización;stabilizzazione;安定化;estabilização;stabilizacja;stabilizare;การทำให้มั่นคง;التثبيت;回稳;
pt;stabilisationne;stabilisationne;Stabilisierungne;estabilizaciónne;stabilizzazione;スタビライゼーション;estabilizaçãone;stabilizacja;stabilizarene;การทำให้มั่นคง;الاستقرارني;回稳;
pt;stabilisationnes;stabilisation;Stabilisierung;estabilización;stabilizzazione;安定化;estabilização;stabilizacja;stabilizare;การทำให้มั่นคง;التثبيت;回稳;
pt;stabilisations;stabilisations;Stabilisierungen;estabilizaciones;stabilizzazioni;安定化;estabilizações;stabilizacje;stabilizări;การทำให้มั่นคง;عمليات التثبيت;稳定;
pt;steel;steel;steel;acero;acciaio;スチール;aço;stal;oțel;เหล็กกล้า;الفولاذ;钢铁;
pt;steelle;steelle;steelle;steelle;steella;スティール;aço;steelle;oțel;เหล็กกล้า;فولاذ;钢;
pt;steelles;steelles;steelles;steelles;guglie;鋼鉄;estelas;stalle;oțeluri;เหล็กกล้า;ستيلز;钢;
pt;steels;steels;steels;aceros;acciai;鋼;aços;stale;oțeluri;เหล็กกล้า;الفولاذ;钢材;
pt;straightening;straightening;straightening;enderezar;raddrizzamento;矯正;alisamento;prostowanie;îndreptare;การทำให้ตรง;الاستقامة;矫直;
pt;straightenings;straightenings;straightenings;enderezamientos;raddrizzamenti;矯正;alisamentos;prostowanie;îndreptare;การดัดให้ตรง;الاستقامة;校直;
pt;straighteningue;straightening;straighteningue;enderezar;raddrizzamento;矯正;alisamento;prostowanie;îndreptare;การทำให้ตรง;الاستقامة;矫直;
pt;straighteningues;straighteningues;straighteningues;enderezamientos;raddrizzamento;ストレートネス;endireitar;prostowanie;îndreptatinguri;การทำให้ตรง;الاستقامة;笔直;
pt;suce le pouce;thumb sucking;saugt am Daumen;chuparse el dedo;succhiare il pollice;親指しゃぶり;chupar no dedo;ssanie kciuka;supt degetul mare;ดูดนิ้วโป้ง;مص الإبهام;吸吮拇指;
pt;suce son pouce;sucks thumb;saugt am Daumen;se chupa el dedo;si succhia il pollice;親指をしゃぶる;chupa o polegar;ssie kciuk;își suge degetul mare;ดูดนิ้วโป้ง;يمص إبهامه;吮吸拇指;
pt;sucer;suck;saugen;chupa;succhiare;吸う;chupar;ssać;supt;ดูด;مص;吮吸;
pt;sucère;sweetener;Zucker;edulcorante;dolcificante;水金;adoçante;słodzik;îndulcitor;นักฟุตบอล;المُحلي;甘味剂;
